2024-04-08 19:04:11+00:00, Sun Elevation: 56.886924914599085, Sun Azimuth: 209.96551530758725,,,
2024-04-08 19:04:12+00:00, Sun Elevation: 56.88527531461564, Sun Azimuth: 209.97244527358296,,,
2024-04-08 19:04:13+00:00, Sun Elevation: 56.88362530078248, Sun Azimuth: 209.97937493689335,,,
2024-04-08 19:04:14+00:00, Sun Elevation: 56.88197507368379, Sun Azimuth: 209.98630345781388,,,
2024-04-08 19:04:15+00:00, Sun Elevation: 56.88032436627941, Sun Azimuth: 209.99323195453334,,,
2024-04-08 19:04:16+00:00, Sun Elevation: 56.87867337896982, Sun Azimuth: 210.00015958915543,,,
2024-04-08 19:04:17+00:00, Sun Elevation: 56.8770220444555, Sun Azimuth: 210.00708664120475,,,
2024-04-08 19:04:18+00:00, Sun Elevation: 56.87537036392174, Sun Azimuth: 210.01401310908355,,,
2024-04-08 19:04:19+00:00, Sun Elevation: 56.87371833643782, Sun Azimuth: 210.02093899450517,,,
2024-04-08 19:04:20+00:00, Sun Elevation: 56.872065962195734, Sun Azimuth: 210.02786429763506,,,
2024-04-08 19:04:21+00:00, Sun Elevation: 56.87041324162286, Sun Azimuth: 210.03478901688584,,,
2024-04-08 19:04:22+00:00, Sun Elevation: 56.86876010773828, Sun Azimuth: 210.04171343216555,,,
2024-04-08 19:04:23+00:00, Sun Elevation: 56.86710669460768, Sun Azimuth: 210.04863698450046,,,
2024-04-08 19:04:24+00:00, Sun Elevation: 56.86545293427405, Sun Azimuth: 210.0555599555768,,,
2024-04-08 19:04:25+00:00, Sun Elevation: 56.86379882848019, Sun Azimuth: 210.06248234147685,,,
2024-04-08 19:04:26+00:00, Sun Elevation: 56.862144376104375, Sun Azimuth: 210.06940414469526,,,
2024-04-08 19:04:27+00:00, Sun Elevation: 56.860489577536875, Sun Azimuth: 210.0763253646018,,,
2024-04-08 19:04:28+00:00, Sun Elevation: 56.858834432637806, Sun Azimuth: 210.0832460019502,,,
2024-04-08 19:04:29+00:00, Sun Elevation: 56.85717887489354, Sun Azimuth: 210.09016633414842,,,
2024-04-08 19:04:30+00:00, Sun Elevation: 56.855523038365654, Sun Azimuth: 210.09708580335194,,,
2024-04-08 19:04:31+00:00, Sun Elevation: 56.85386685519839, Sun Azimuth: 210.104004690282,,,
2024-04-08 19:04:32+00:00, Sun Elevation: 56.85221032657289, Sun Azimuth: 210.11092299335436,,,
2024-04-08 19:04:33+00:00, Sun Elevation: 56.85055345192955, Sun Azimuth: 210.1178407127322,,,
2024-04-08 19:04:34+00:00, Sun Elevation: 56.848896231461644, Sun Azimuth: 210.12475784857966,,,
2024-04-08 19:04:35+00:00, Sun Elevation: 56.84723866503946, Sun Azimuth: 210.13167440163204,,,
2024-04-08 19:04:36+00:00, Sun Elevation: 56.845580686044435, Sun Azimuth: 210.1385906491475,,,
2024-04-08 19:04:37+00:00, Sun Elevation: 56.84392242841039, Sun Azimuth: 210.14550603418252,,,
2024-04-08 19:04:38+00:00, Sun Elevation: 56.84226382516788, Sun Azimuth: 210.1524208355524,,,
2024-04-08 19:04:39+00:00, Sun Elevation: 56.8406048765127, Sun Azimuth: 210.15933505341715,,,
